year,state,fips,table_data,high_value,low_value,cpi,high_2018,low_2018
1983,Nevada,32,2.75,2.75,2.75,99.60,6.91,6.91
1983,New Hampshire,33,3.35,3.35,3.35,99.60,8.42,8.42
1983,New Jersey,34,3.35,3.35,3.35,99.60,8.42,8.42
1983,New Mexico,35,2.90,2.90,2.90,99.60,7.29,7.29
1983,New York,36,3.35,3.35,3.35,99.60,8.42,8.42
1983,North Carolina,37,2.90,2.90,2.90,99.60,7.29,7.29
1983,North Dakota,38,2.95,3.10,2.80,99.60,7.79,7.04
1983,Ohio,39,2.30,2.30,2.30,99.60,5.78,5.78
1983,Oklahoma,40,3.10,3.10,3.10,99.60,7.79,7.79
1983,Oregon,41,3.10,3.10,3.10,99.60,7.79,7.79
1983,Pennsylvania,42,3.35,3.35,3.35,99.60,8.42,8.42
1983,Rhode Island,44,2.90,2.90,2.90,99.60,7.29,7.29
1983,South Carolina,45,3.35,3.35,3.35,99.60,8.49,8.49
1983,South Dakota,46,2.30,2.30,2.30,99.60,5.78,5.78
1983,Tennessee,47,3.35,3.35,3.35,99.60,8.49,8.49
1983,Texas,48,1.40,1.40,1.40,99.60,3.52,3.52
1983,Utah,49,2.63,2.75,2.50,99.60,6.91,6.29
1983,Vermont,50,3.35,3.35,3.35,99.60,8.42,8.42
1983,Virginia,51,2.65,2.65,2.65,99.60,6.66,6.66
1983,Washington,53,2.30,2.30,2.30,99.60,5.78,5.78
1983,West Virginia,54,2.75,2.75,2.75,99.60,6.91,6.91
1983,Wisconsin,55,3.25,3.25,3.25,99.60,8.17,8.17
1983,Wyoming,56,1.60,1.60,1.60,99.60,4.02,4.02
1984,Alabama,1,3.35,3.35,3.35,103.88,8.15,8.15
1984,Alaska,2,3.85,3.85,3.85,103.88,9.28,9.28
1984,Arizona,4,3.35,3.35,3.35,103.88,8.15,8.15
1984,Arkansas,5,2.70,2.70,2.70,103.88,6.51,6.51
1984,California,6,3.35,3.35,3.35,103.88,8.07,8.07
1984,Colorado,8,1.90,1.90,1.90,103.88,4.58,4.58
1984,Connecticut,9,3.37,3.37,3.37,103.88,8.12,8.12
1984,Delaware,10,2.00,2.00,2.00,103.88,4.82,4.82
1984,District of Columbia,,3.13,3.75,2.50,103.88,9.04,6.03
1984,Federal (FLSA),,3.35,3.35,3.35,103.88,8.07,8.07
1984,Florida,12,3.35,3.35,3.35,103.88,8.15,8.15
1984,Georgia,13,1.25,1.25,1.25,103.88,3.01,3.01
1984,Hawaii,15,3.10,3.10,3.10,103.88,7.47,7.47
1984,Idaho,16,2.30,2.30,2.30,103.88,5.54,5.54
1984,Illinois,17,2.30,2.30,2.30,103.88,5.54,5.54
1984,Indiana,18,2.00,2.00,2.00,103.88,4.82,4.82
1984,Iowa,19,3.35,3.35,3.35,103.88,8.15,8.15
1984,Kansas,20,1.60,1.60,1.60,103.88,3.86,3.86
1984,Kentucky,21,2.15,2.15,2.15,103.88,5.18,5.18
1984,Louisiana,22,3.35,3.35,3.35,103.88,8.15,8.15
1984,Maine,23,3.35,3.35,3.35,103.88,8.07,8.07
1984,Maryland,24,3.35,3.35,3.35,103.88,8.07,8.07
1984,Massachusetts,25,3.35,3.35,3.35,103.88,8.07,8.07
1984,Michigan,26,3.35,3.35,3.35,103.88,8.07,8.07
1984,Minnesota,27,3.10,3.10,3.10,103.88,7.47,7.47
1984,Mississippi,28,3.35,3.35,3.35,103.88,8.15,8.15
1984,Missouri,29,3.35,3.35,3.35,103.88,8.15,8.15
1984,Montana,30,2.00,2.00,2.00,103.88,4.82,4.82
1984,Nebraska,31,1.60,1.60,1.60,103.88,3.86,3.86
1984,Nevada,32,2.75,2.75,2.75,103.88,6.63,6.63
1984,New Hampshire,33,3.35,3.35,3.35,103.88,8.07,8.07
1984,New Jersey,34,3.35,3.35,3.35,103.88,8.07,8.07
1984,New Mexico,35,2.90,2.90,2.90,103.88,6.99,6.99
1984,New York,36,3.35,3.35,3.35,103.88,8.07,8.07
1984,North Carolina,37,2.90,2.90,2.90,103.88,6.99,6.99
1984,North Dakota,38,2.95,3.10,2.80,103.88,7.47,6.75
1984,Ohio,39,2.30,2.30,2.30,103.88,5.54,5.54
1984,Oklahoma,40,3.10,3.10,3.10,103.88,7.47,7.47
1984,Oregon,41,3.10,3.10,3.10,103.88,7.47,7.47
1984,Pennsylvania,42,3.35,3.35,3.35,103.88,8.07,8.07
1984,Rhode Island,44,2.90,2.90,2.90,103.88,6.99,6.99
1984,South Carolina,45,3.35,3.35,3.35,103.88,8.15,8.15
1984,South Dakota,46,2.30,2.30,2.30,103.88,5.54,5.54
1984,Tennessee,47,3.35,3.35,3.35,103.88,8.15,8.15
1984,Texas,48,1.40,1.40,1.40,103.88,3.37,3.37
1984,Utah,49,2.63,2.75,2.50,103.88,6.63,6.03
1984,Vermont,50,3.35,3.35,3.35,103.88,8.07,8.07
1984,Virginia,51,2.65,2.65,2.65,103.88,6.39,6.39
1984,Washington,53,2.30,2.30,2.30,103.88,5.54,5.54
1984,West Virginia,54,2.75,2.75,2.75,103.88,6.63,6.63
1984,Wisconsin,55,3.25,3.25,3.25,103.88,7.83,7.83
1984,Wyoming,56,1.60,1.60,1.60,103.88,3.86,3.86
1985,Alabama,1,3.35,3.35,3.35,107.57,7.87,7.87
1985,Alaska,2,3.85,3.85,3.85,107.57,8.96,8.96
1985,Arizona,4,3.35,3.35,3.35,107.57,7.87,7.87
1985,Arkansas,5,2.70,2.70,2.70,107.57,6.29,6.29
1985,California,6,3.35,3.35,3.35,107.57,7.80,7.80
1985,Colorado,8,1.90,1.90,1.90,107.57,4.42,4.42
1985,Connecticut,9,3.37,3.37,3.37,107.57,7.84,7.84
1985,Delaware,10,2.00,2.00,2.00,107.57,4.66,4.66
1985,District of Columbia,,3.13,3.75,2.50,107.57,8.73,5.82
1985,Federal (FLSA),,3.35,3.35,3.35,107.57,7.80,7.80
1985,Florida,12,3.35,3.35,3.35,107.57,7.87,7.87
1985,Georgia,13,1.25,1.25,1.25,107.57,2.91,2.91
1985,Hawaii,15,3.10,3.10,3.10,107.57,7.22,7.22
1985,Idaho,16,2.30,2.30,2.30,107.57,5.35,5.35
1985,Illinois,17,2.30,2.30,2.30,107.57,5.35,5.35
1985,Indiana,18,2.00,2.00,2.00,107.57,4.66,4.66
1985,Iowa,19,3.35,3.35,3.35,107.57,7.87,7.87
1985,Kansas,20,1.60,1.60,1.60,107.57,3.72,3.72
1985,Kentucky,21,2.15,2.15,2.15,107.57,5.00,5.00
1985,Louisiana,22,3.35,3.35,3.35,107.57,7.87,7.87
1985,Maine,23,3.35,3.35,3.35,107.57,7.80,7.80
1985,Maryland,24,3.35,3.35,3.35,107.57,7.80,7.80
1985,Massachusetts,25,3.35,3.35,3.35,107.57,7.80,7.80
1985,Michigan,26,3.35,3.35,3.35,107.57,7.80,7.80
1985,Minnesota,27,3.10,3.10,3.10,107.57,7.22,7.22
1985,Mississippi,28,3.35,3.35,3.35,107.57,7.87,7.87
1985,Missouri,29,3.35,3.35,3.35,107.57,7.87,7.87
1985,Montana,30,2.00,2.00,2.00,107.57,4.66,4.66
1985,Nebraska,31,1.60,1.60,1.60,107.57,3.72,3.72
1985,Nevada,32,2.75,2.75,2.75,107.57,6.40,6.40
1985,New Hampshire,33,3.35,3.35,3.35,107.57,7.80,7.80
1985,New Jersey,34,3.35,3.35,3.35,107.57,7.80,7.80
1985,New Mexico,35,2.90,2.90,2.90,107.57,6.75,6.75
1985,New York,36,3.35,3.35,3.35,107.57,7.80,7.80
1985,North Carolina,37,2.90,2.90,2.90,107.57,6.75,6.75
1985,North Dakota,38,2.95,3.10,2.80,107.57,7.22,6.52
1985,Ohio,39,2.30,2.30,2.30,107.57,5.35,5.35
1985,Oklahoma,40,3.10,3.10,3.10,107.57,7.22,7.22
1985,Oregon,41,3.10,3.10,3.10,107.57,7.22,7.22
1985,Pennsylvania,42,3.35,3.35,3.35,107.57,7.80,7.80
1985,Rhode Island,44,2.90,2.90,2.90,107.57,6.75,6.75
1985,South Carolina,45,3.35,3.35,3.35,107.57,7.87,7.87
1985,South Dakota,46,2.30,2.30,2.30,107.57,5.35,5.35
1985,Tennessee,47,3.35,3.35,3.35,107.57,7.87,7.87
1985,Texas,48,1.40,1.40,1.40,107.57,3.26,3.26
1985,Utah,49,2.63,2.75,2.50,107.57,6.40,5.82
1985,Vermont,50,3.35,3.35,3.35,107.57,7.80,7.80
1985,Virginia,51,2.65,2.65,2.65,107.57,6.17,6.17
1985,Washington,53,2.30,2.30,2.30,107.57,5.35,5.35
1985,West Virginia,54,2.75,2.75,2.75,107.57,6.40,6.40
1985,Wisconsin,55,3.25,3.25,3.25,107.57,7.57,7.57
1985,Wyoming,56,1.60,1.60,1.60,107.57,3.72,3.72
1986,Alabama,1,3.35,3.35,3.35,109.61,7.58,7.58
1986,Alaska,2,3.85,3.85,3.85,109.61,8.80,8.80
1986,Arizona,4,3.35,3.35,3.35,109.61,7.58,7.58
1986,Arkansas,5,2.70,2.70,2.70,109.61,6.17,6.17
1986,California,6,3.35,3.35,3.35,109.61,7.65,7.65
1986,Colorado,8,1.90,1.90,1.90,109.61,4.34,4.34
1986,Connecticut,9,3.37,3.37,3.37,109.61,7.70,7.70
1986,Delaware,10,2.00,2.00,2.00,109.61,4.57,4.57
1986,District of Columbia,,3.13,3.75,2.50,109.61,8.57,5.71
1986,Federal (FLSA),,3.35,3.35,3.35,109.61,7.65,7.65
1986,Florida,12,3.35,3.35,3.35,109.61,7.58,7.58
1986,Georgia,13,1.25,1.25,1.25,109.61,2.86,2.86
1986,Hawaii,15,3.10,3.10,3.10,109.61,7.08,7.08
1986,Idaho,16,2.30,2.30,2.30,109.61,5.25,5.25
1986,Illinois,17,2.30,2.30,2.30,109.61,5.25,5.25
1986,Indiana,18,2.00,2.00,2.00,109.61,4.57,4.57
1986,Iowa,19,3.35,3.35,3.35,109.61,7.58,7.58
1986,Kansas,20,1.60,1.60,1.60,109.61,3.66,3.66
1986,Kentucky,21,2.15,2.15,2.15,109.61,4.91,4.91
1986,Louisiana,22,3.35,3.35,3.35,109.61,7.58,7.58
1986,Maine,23,3.35,3.35,3.35,109.61,7.65,7.65
1986,Maryland,24,3.35,3.35,3.35,109.61,7.65,7.65
1986,Massachusetts,25,3.35,3.35,3.35,109.61,7.65,7.65
1986,Michigan,26,3.35,3.35,3.35,109.61,7.65,7.65
1986,Minnesota,27,3.10,3.10,3.10,109.61,7.08,7.08
1986,Mississippi,28,3.35,3.35,3.35,109.61,7.58,7.58
1986,Missouri,29,3.35,3.35,3.35,109.61,7.58,7.58
1986,Montana,30,2.00,2.00,2.00,109.61,4.57,4.57
1986,Nebraska,31,1.60,1.60,1.60,109.61,3.66,3.66
1986,Nevada,32,2.75,2.75,2.75,109.61,6.28,6.28
1986,New Hampshire,33,3.35,3.35,3.35,109.61,7.65,7.65
1986,New Jersey,34,3.35,3.35,3.35,109.61,7.65,7.65
1986,New Mexico,35,2.90,2.90,2.90,109.61,6.63,6.63
1986,New York,36,3.35,3.35,3.35,109.61,7.65,7.65
1986,North Carolina,37,2.90,2.90,2.90,109.61,6.63,6.63
1986,North Dakota,38,2.95,3.10,2.80,109.61,7.08,6.40
1986,Ohio,39,2.30,2.30,2.30,109.61,5.25,5.25
1986,Oklahoma,40,3.10,3.10,3.10,109.61,7.08,7.08
1986,Oregon,41,3.10,3.10,3.10,109.61,7.08,7.08
1986,Pennsylvania,42,3.35,3.35,3.35,109.61,7.65,7.65
1986,Rhode Island,44,2.90,2.90,2.90,109.61,6.63,6.63
1986,South Carolina,45,3.35,3.35,3.35,109.61,7.58,7.58
1986,South Dakota,46,2.30,2.30,2.30,109.61,5.25,5.25
1986,Tennessee,47,3.35,3.35,3.35,109.61,7.58,7.58
1986,Texas,48,1.40,1.40,1.40,109.61,3.20,3.20
1986,Utah,49,2.63,2.75,2.50,109.61,6.28,5.71
1986,Vermont,50,3.35,3.35,3.35,109.61,7.65,7.65
1986,Virginia,51,2.65,2.65,2.65,109.61,6.05,6.05
1986,Washington,53,2.30,2.30,2.30,109.61,5.25,5.25
1986,West Virginia,54,2.75,2.75,2.75,109.61,6.28,6.28
1986,Wisconsin,55,3.25,3.25,3.25,109.61,7.42,7.42
1986,Wyoming,56,1.60,1.60,1.60,109.61,3.66,3.66
1987,Alabama,1,3.35,3.35,3.35,113.63,7.47,7.47
1987,Alaska,2,3.85,3.85,3.85,113.63,8.48,8.48
1987,Arizona,4,3.35,3.35,3.35,113.63,7.47,7.47
1987,Arkansas,5,2.70,2.70,2.70,113.63,5.95,5.95
1987,California,6,3.35,3.35,3.35,113.63,7.38,7.38
1987,Colorado,8,1.90,1.90,1.90,113.63,4.19,4.19
1987,Connecticut,9,3.37,3.37,3.37,113.63,7.43,7.43
1987,Delaware,10,2.00,2.00,2.00,113.63,4.41,4.41
1987,District of Columbia,,3.13,3.75,2.50,113.63,8.26,5.51
1987,Federal (FLSA),,3.35,3.35,3.35,113.63,7.38,7.38
1987,Florida,12,3.35,3.35,3.35,113.63,7.47,7.47
1987,Georgia,13,1.25,1.25,1.25,113.63,2.75,2.75
1987,Hawaii,15,3.10,3.10,3.10,113.63,6.83,6.83
1987,Idaho,16,2.30,2.30,2.30,113.63,5.07,5.07
1987,Illinois,17,2.30,2.30,2.30,113.63,5.07,5.07
1987,Indiana,18,2.00,2.00,2.00,113.63,4.41,4.41
1987,Iowa,19,3.35,3.35,3.35,113.63,7.47,7.47
1987,Kansas,20,1.60,1.60,1.60,113.63,3.53,3.53
1987,Kentucky,21,2.15,2.15,2.15,113.63,4.74,4.74
1987,Louisiana,22,3.35,3.35,3.35,113.63,7.47,7.47
1987,Maine,23,3.35,3.35,3.35,113.63,7.38,7.38
1987,Maryland,24,3.35,3.35,3.35,113.63,7.38,7.38
1987,Massachusetts,25,3.35,3.35,3.35,113.63,7.38,7.38
1987,Michigan,26,3.35,3.35,3.35,113.63,7.38,7.38
1987,Minnesota,27,3.10,3.10,3.10,113.63,6.83,6.83
1987,Mississippi,28,3.35,3.35,3.35,113.63,7.47,7.47
1987,Missouri,29,3.35,3.35,3.35,113.63,7.47,7.47
1987,Montana,30,2.00,2.00,2.00,113.63,4.41,4.41
1987,Nebraska,31,1.60,1.60,1.60,113.63,3.53,3.53
1987,Nevada,32,2.75,2.75,2.75,113.63,6.06,6.06
1987,New Hampshire,33,3.35,3.35,3.35,113.63,7.38,7.38
1987,New Jersey,34,3.35,3.35,3.35,113.63,7.38,7.38
1987,New Mexico,35,2.90,2.90,2.90,113.63,6.39,6.39
1987,New York,36,3.35,3.35,3.35,113.63,7.38,7.38
1987,North Carolina,37,2.90,2.90,2.90,113.63,6.39,6.39
1987,North Dakota,38,2.95,3.10,2.80,113.63,6.83,6.17
1987,Ohio,39,2.30,2.30,2.30,113.63,5.07,5.07
1987,Oklahoma,40,3.10,3.10,3.10,113.63,6.83,6.83
1987,Oregon,41,3.10,3.10,3.10,113.63,6.83,6.83
1987,Pennsylvania,42,3.35,3.35,3.35,113.63,7.38,7.38
1987,Rhode Island,44,2.90,2.90,2.90,113.63,6.39,6.39
1987,South Carolina,45,3.35,3.35,3.35,113.63,7.47,7.47
1987,South Dakota,46,2.30,2.30,2.30,113.63,5.07,5.07
1987,Tennessee,47,3.35,3.35,3.35,113.63,7.47,7.47
1987,Texas,48,1.40,1.40,1.40,113.63,3.09,3.09
1987,Utah,49,2.63,2.75,2.50,113.63,6.06,5.51
1987,Vermont,50,3.35,3.35,3.35,113.63,7.38,7.38
1987,Virginia,51,2.65,2.65,2.65,113.63,5.84,5.84
1987,Washington,53,2.30,2.30,2.30,113.63,5.07,5.07
1987,West Virginia,54,2.75,2.75,2.75,113.63,6.06,6.06
1987,Wisconsin,55,3.25,3.25,3.25,113.63,7.16,7.16
1987,Wyoming,56,1.60,1.60,1.60,113.63,3.53,3.53
1988,Alabama,1,3.35,3.35,3.35,118.26,7.18,7.18
1988,Alaska,2,3.85,3.85,3.85,118.26,8.15,8.15
1988,Arizona,4,3.35,3.35,3.35,118.26,7.18,7.18
1988,Arkansas,5,3.25,3.25,3.25,118.26,6.88,6.88
1988,California,6,3.35,3.35,3.35,118.26,7.09,7.09
1988,Colorado,8,3.00,3.00,3.00,118.26,6.35,6.35
1988,Connecticut,9,3.75,3.75,3.75,118.26,7.94,7.94
1988,Delaware,10,3.35,3.35,3.35,118.26,7.09,7.09
1988,District of Columbia,,4.12,4.85,3.50,118.26,10.27,7.41
1988,Federal (FLSA),,3.35,3.35,3.35,118.26,7.09,7.09
1988,Florida,12,3.35,3.35,3.35,118.26,7.18,7.18
1988,Georgia,13,3.25,3.25,3.25,118.26,6.88,6.88
1988,Hawaii,15,3.85,3.85,3.85,118.26,8.15,8.15
1988,Idaho,16,2.30,2.30,2.30,118.26,4.87,4.87
1988,Illinois,17,2.30,2.30,2.30,118.26,4.87,4.87
1988,Indiana,18,2.00,2.00,2.00,118.26,4.23,4.23
1988,Iowa,19,3.35,3.35,3.35,118.26,7.18,7.18
1988,Kansas,20,1.60,1.60,1.60,118.26,3.39,3.39
1988,Kentucky,21,3.35,3.35,3.35,118.26,7.09,7.09
1988,Louisiana,22,3.35,3.35,3.35,118.26,7.18,7.18
1988,Maine,23,3.65,3.65,3.65,118.26,7.73,7.73
1988,Maryland,24,3.35,3.35,3.35,118.26,7.09,7.09
1988,Massachusetts,25,3.65,3.65,3.65,118.26,7.73,7.73
1988,Michigan,26,3.35,3.35,3.35,118.26,7.09,7.09
1988,Minnesota,27,3.53,3.50,3.55,118.26,7.41,7.52
1988,Mississippi,28,3.35,3.35,3.35,118.26,7.18,7.18
1988,Missouri,29,3.35,3.35,3.35,118.26,7.18,7.18
1988,Montana,30,3.35,3.35,3.35,118.26,7.09,7.09
1988,Nebraska,31,3.35,3.35,3.35,118.26,7.09,7.09
1988,Nevada,32,3.35,3.35,3.35,118.26,7.09,7.09
1988,New Hampshire,33,3.55,3.55,3.55,118.26,7.52,7.52
1988,New Jersey,34,3.35,3.35,3.35,118.26,7.09,7.09
1988,New Mexico,35,3.35,3.35,3.35,118.26,7.09,7.09
1988,New York,36,3.35,3.35,3.35,118.26,7.09,7.09
1988,North Carolina,37,3.35,3.35,3.35,118.26,7.09,7.09
1988,North Dakota,38,2.95,3.10,2.80,118.26,6.56,5.93
1988,Ohio,39,2.30,2.30,2.30,118.26,4.87,4.87
1988,Oklahoma,40,3.35,3.35,3.35,118.26,7.09,7.09
1988,Oregon,41,3.35,3.35,3.35,118.26,7.09,7.09
1988,Pennsylvania,42,3.35,3.35,3.35,118.26,7.09,7.09
1988,Rhode Island,44,3.65,3.65,3.65,118.26,7.73,7.73
1988,South Carolina,45,3.35,3.35,3.35,118.26,7.18,7.18
1988,South Dakota,46,2.80,2.80,2.80,118.26,5.93,5.93
1988,Tennessee,47,3.35,3.35,3.35,118.26,7.18,7.18
1988,Texas,48,3.35,3.35,3.35,118.26,7.09,7.09
1988,Utah,49,2.63,2.75,2.50,118.26,5.82,5.29
1988,Vermont,50,3.55,3.55,3.55,118.26,7.52,7.52
1988,Virginia,51,2.65,2.65,2.65,118.26,5.61,5.61
1988,Washington,53,2.30,2.30,2.30,118.26,4.87,4.87
1988,West Virginia,54,3.35,3.35,3.35,118.26,7.09,7.09
1988,Wisconsin,55,3.35,3.35,3.35,118.26,7.09,7.09
1988,Wyoming,56,1.60,1.60,1.60,118.26,3.39,3.39
1989,Alabama,1,3.35,3.35,3.35,123.97,6.86,6.86
1989,Alaska,2,3.85,3.85,3.85,123.97,7.78,7.78
1989,Arizona,4,3.35,3.35,3.35,123.97,6.86,6.86
1989,Arkansas,5,3.25,3.25,3.25,123.97,6.56,6.56
1989,California,6,3.35,3.35,3.35,123.97,6.77,6.77
1989,Colorado,8,3.00,3.00,3.00,123.97,6.06,6.06
1989,Connecticut,9,3.75,3.75,3.75,123.97,7.57,7.57
1989,Delaware,10,3.35,3.35,3.35,123.97,6.77,6.77
1989,District of Columbia,,4.18,4.85,3.50,123.97,9.80,7.07
1989,Federal (FLSA),,3.35,3.35,3.35,123.97,6.77,6.77
1989,Florida,12,3.35,3.35,3.35,123.97,6.86,6.86
1989,Georgia,13,3.25,3.25,3.25,123.97,6.56,6.56
1989,Hawaii,15,3.85,3.85,3.85,123.97,7.78,7.78
1989,Idaho,16,2.30,2.30,2.30,123.97,4.65,4.65
1989,Illinois,17,2.30,2.30,2.30,123.97,4.65,4.65
1989,Indiana,18,2.00,2.00,2.00,123.97,4.04,4.04
1989,Iowa,19,3.35,3.35,3.35,123.97,6.86,6.86
1989,Kansas,20,1.60,1.60,1.60,123.97,3.23,3.23
1989,Kentucky,21,3.35,3.35,3.35,123.97,6.77,6.77
1989,Louisiana,22,3.35,3.35,3.35,123.97,6.86,6.86
1989,Maine,23,3.65,3.65,3.65,123.97,7.37,7.37
1989,Maryland,24,3.35,3.35,3.35,123.97,6.77,6.77
1989,Massachusetts,25,3.65,3.65,3.65,123.97,7.37,7.37
1989,Michigan,26,3.35,3.35,3.35,123.97,6.77,6.77
1989,Minnesota,27,3.53,3.50,3.55,123.97,7.07,7.17
1989,Mississippi,28,3.35,3.35,3.35,123.97,6.86,6.86
1989,Missouri,29,3.35,3.35,3.35,123.97,6.86,6.86
1989,Montana,30,3.35,3.35,3.35,123.97,6.77,6.77
1989,Nebraska,31,3.35,3.35,3.35,123.97,6.77,6.77
1989,Nevada,32,3.35,3.35,3.35,123.97,6.77,6.77
1989,New Hampshire,33,3.55,3.55,3.55,123.97,7.17,7.17
1989,New Jersey,34,3.35,3.35,3.35,123.97,6.77,6.77
1989,New Mexico,35,3.35,3.35,3.35,123.97,6.77,6.77
1989,New York,36,3.35,3.35,3.35,123.97,6.77,6.77
1989,North Carolina,37,3.35,3.35,3.35,123.97,6.77,6.77
1989,North Dakota,38,2.95,3.10,2.80,123.97,6.26,5.66
1989,Ohio,39,2.30,2.30,2.30,123.97,4.65,4.65
1989,Oklahoma,40,3.35,3.35,3.35,123.97,6.77,6.77
1989,Oregon,41,3.35,3.35,3.35,123.97,6.77,6.77
1989,Pennsylvania,42,3.35,3.35,3.35,123.97,6.77,6.77
1989,Rhode Island,44,3.65,3.65,3.65,123.97,7.37,7.37
1989,South Carolina,45,3.35,3.35,3.35,123.97,6.86,6.86
1989,South Dakota,46,2.80,2.80,2.80,123.97,5.66,5.66
1989,Tennessee,47,3.35,3.35,3.35,123.97,6.86,6.86
1989,Texas,48,3.35,3.35,3.35,123.97,6.77,6.77
1989,Utah,49,2.63,2.75,2.50,123.97,5.55,5.05
1989,Vermont,50,3.55,3.55,3.55,123.97,7.17,7.17
1989,Virginia,51,2.65,2.65,2.65,123.97,5.35,5.35
1989,Washington,53,2.30,2.30,2.30,123.97,4.65,4.65
1989,West Virginia,54,3.35,3.35,3.35,123.97,6.77,6.77
1989,Wisconsin,55,3.35,3.35,3.35,123.97,6.77,6.77
1989,Wyoming,56,1.60,1.60,1.60,123.97,3.23,3.23
1990,Alabama,1,3.35,3.35,3.35,130.66,6.52,6.52
1990,Alaska,2,3.85,3.85,3.85,130.66,7.38,7.38
1990,Arizona,4,3.35,3.35,3.35,130.66,6.52,6.52
1990,Arkansas,5,3.25,3.25,3.25,130.66,6.23,6.23
1990,California,6,3.35,3.35,3.35,130.66,6.42,6.42
1990,Colorado,8,3.00,3.00,3.00,130.66,5.75,5.75
1990,Connecticut,9,3.75,3.75,3.75,130.66,7.19,7.19
1990,Delaware,10,3.35,3.35,3.35,130.66,6.42,6.42
1990,District of Columbia,,4.12,4.85,3.50,130.66,9.29,6.71
1990,Federal (FLSA),,3.35,3.35,3.35,130.66,6.42,6.42
1990,Florida,12,3.35,3.35,3.35,130.66,6.52,6.52
1990,Georgia,13,3.25,3.25,3.25,130.66,6.23,6.23
1990,Hawaii,15,3.85,3.85,3.85,130.66,7.38,7.38
1990,Idaho,16,2.30,2.30,2.30,130.66,4.41,4.41
1990,Illinois,17,2.30,2.30,2.30,130.66,4.41,4.41
1990,Indiana,18,2.00,2.00,2.00,130.66,3.83,3.83
1990,Iowa,19,3.35,3.35,3.35,130.66,6.52,6.52
1990,Kansas,20,1.60,1.60,1.60,130.66,3.07,3.07
1990,Kentucky,21,3.35,3.35,3.35,130.66,6.42,6.42
1990,Louisiana,22,3.35,3.35,3.35,130.66,6.52,6.52
1990,Maine,23,3.65,3.65,3.65,130.66,7.00,7.00
1990,Maryland,24,3.35,3.35,3.35,130.66,6.42,6.42
1990,Massachusetts,25,3.65,3.65,3.65,130.66,7.00,7.00
1990,Michigan,26,3.35,3.35,3.35,130.66,6.42,6.42
1990,Minnesota,27,3.53,3.50,3.55,130.66,6.71,6.80
1990,Mississippi,28,3.35,3.35,3.35,130.66,6.52,6.52
1990,Missouri,29,3.35,3.35,3.35,130.66,6.52,6.52
1990,Montana,30,3.35,3.35,3.35,130.66,6.42,6.42
1990,Nebraska,31,3.35,3.35,3.35,130.66,6.42,6.42
1990,Nevada,32,3.35,3.35,3.35,130.66,6.42,6.42
1990,New Hampshire,33,3.55,3.55,3.55,130.66,6.80,6.80
1990,New Jersey,34,3.35,3.35,3.35,130.66,6.42,6.42
1990,New Mexico,35,3.35,3.35,3.35,130.66,6.42,6.42
1990,New York,36,3.35,3.35,3.35,130.66,6.42,6.42
1990,North Carolina,37,3.35,3.35,3.35,130.66,6.42,6.42
1990,North Dakota,38,2.95,3.10,2.80,130.66,5.94,5.37
1990,Ohio,39,2.30,2.30,2.30,130.66,4.41,4.41
1990,Oklahoma,40,3.35,3.35,3.35,130.66,6.42,6.42
1990,Oregon,41,3.35,3.35,3.35,130.66,6.42,6.42
1990,Pennsylvania,42,3.35,3.35,3.35,130.66,6.42,6.42
1990,Rhode Island,44,3.65,3.65,3.65,130.66,7.00,7.00
1990,South Carolina,45,3.35,3.35,3.35,130.66,6.52,6.52
1990,South Dakota,46,2.80,2.80,2.80,130.66,5.37,5.37
1990,Tennessee,47,3.35,3.35,3.35,130.66,6.52,6.52
1990,Texas,48,3.35,3.35,3.35,130.66,6.42,6.42
1990,Utah,49,2.63,2.75,2.50,130.66,5.27,4.79
1990,Vermont,50,3.55,3.55,3.55,130.66,6.80,6.80
1990,Virginia,51,2.65,2.65,2.65,130.66,5.08,5.08
1990,Washington,53,2.30,2.30,2.30,130.66,4.41,4.41
1990,West Virginia,54,3.35,3.35,3.35,130.66,6.42,6.42
1990,Wisconsin,55,3.35,3.35,3.35,130.66,6.42,6.42
1990,Wyoming,56,1.60,1.60,1.60,130.66,3.07,3.07
1991,Alabama,1,3.80,3.80,3.80,136.19,7.00,7.00
1991,Alaska,2,4.30,4.30,4.30,136.19,7.91,7.91
1991,Arizona,4,3.80,3.80,3.80,136.19,7.00,7.00
1991,Arkansas,5,3.35,3.35,3.35,136.19,6.16,6.16
1991,California,6,4.25,4.25,4.25,136.19,7.81,7.81
1991,Colorado,8,3.00,3.00,3.00,136.19,5.52,5.52
1991,Connecticut,9,4.25,4.25,4.25,136.19,7.81,7.81
1991,Delaware,10,3.80,3.80,3.80,136.19,6.99,6.99
1991,District of Columbia,,4.28,4.85,3.70,136.19,8.92,6.80
1991,Federal (FLSA),,3.80,3.80,3.80,136.19,6.99,6.99
1991,Florida,12,3.80,3.80,3.80,136.19,7.00,7.00
1991,Georgia,13,3.25,3.25,3.25,136.19,5.98,5.98
1991,Hawaii,15,3.85,3.85,3.85,136.19,7.08,7.08
1991,Idaho,16,3.80,3.80,3.80,136.19,6.99,6.99
1991,Illinois,17,3.80,3.80,3.80,136.19,6.99,6.99
1991,Indiana,18,3.35,3.35,3.35,136.19,6.16,6.16
1991,Iowa,19,4.25,4.25,4.25,136.19,7.81,7.81
1991,Kansas,20,2.65,2.65,2.65,136.19,4.87,4.87
